type,diag_true,diag_false
observed,-154.21438812418828,-165.35475153498192
0,-401.0499309425313,-620.844872228806
1,-1078.5354193581775,-1048.016926295967
2,437.85544581652874,488.14689012077827
3,1866.3914057447407,1830.3607712936184
4,-1035.9929595511535,-908.2066776961818
5,882.4694710640943,284.974265756637
6,-284.6913405718781,-699.6498082103006
7,287.2779289324138,64.63242251277343
8,678.8681006415504,516.9301010320406
9,-831.0816344881544,-1024.225080690066
10,1126.93047518676,1142.9987618682285
11,-374.811667178675,-789.0082026203039
12,81.1269341701641,-240.72077713575365
13,-465.9804844351471,-742.1759182569373
14,-204.4700505279525,-550.6065570619636
15,-134.2167839545216,25.669624201567686
16,697.0626493100009,872.7899884147869
17,796.0994795017544,757.8711262276152
18,278.96901935285854,552.0939661733576
19,174.4394189795096,470.51161424299977
20,817.256393422561,1603.8611614210733
21,397.5510666680936,-220.49094682572098
22,1871.2329144906012,2153.4310943764294
23,159.83575325501087,-160.20139106968472
24,-522.5648598507853,-375.2638202290114
25,791.2421470422472,1166.253621355648
26,130.5758645324467,116.57454433561388
27,-1012.1800890769173,-325.16214205516303
28,-430.2696318308368,-305.80747801760697
29,23.932737504546857,-698.5337048623344
30,133.86477620024604,-180.05808310557194
31,-468.9025039030238,-318.83304736030505
32,-1286.2572957855166,-917.9736073539917
33,-504.3003960382876,-631.1270056048688
34,1380.5820027074283,1042.202311432128
35,759.7352561616648,147.48802210212597
36,229.2621395485499,-15.998415897099386
37,528.8843892548549,1097.7195240063536
38,-279.7661534343804,-595.0155536288613
39,-880.5700512387747,-950.7615427272381
40,1496.121710659889,1134.97167731855
41,-38.379581026876785,-179.19992259329842
42,-508.67252353054454,-711.8369646168147
43,1182.7691556275206,931.359488063392
44,600.6494417097467,501.2700584849629
45,2069.884219275818,1666.7271010159468
46,251.37648007422223,39.387863584846116
47,-596.1294836412726,-234.38990522616535
48,-689.3830595432181,-1056.1281441632718
49,579.6661743970034,916.7796895316981
50,768.8438466744556,1015.9145587355906
51,557.1881285419938,13.970643420556407
52,-277.540826059797,-1023.4504267634102
53,-49.37885569065853,-919.4735996298738
54,-958.8270180977497,-1088.3808468491477
55,-1536.6790467230553,-1944.7696817998708
56,564.0531428259765,908.4616125623245
57,-2949.8117754957393,-2050.5242531595986
58,-514.6929954603361,52.43056749021106
59,-454.5268431755916,-482.61660654179036
60,921.0841648199508,686.7917534010858
61,-535.552091804468,-488.5983635680608
62,-1220.977426158358,-1109.7706145162913
63,-403.12187051262674,-511.32707936274153
64,790.9863798535424,1216.1715181483983
65,536.3715911708057,-46.003900264228804
66,-220.26950531286357,-870.6513739450297
67,696.500853712366,142.38965489867664
68,714.268717450681,474.2516892825306
69,-936.8216732576316,-1151.5048651367892
70,-473.01127186914323,-451.0461442735559
71,-6.235479048031327,489.9690591787182
72,908.1868076838044,1042.3851729116143
73,-1418.5384874480903,-1427.0109858001147
74,496.44488795299196,-21.633285069434965
75,-1224.240304378877,-1010.7317136305487
76,-797.049533755293,-218.03792353731055
77,93.26567560318797,9.210986614829215
78,-752.8758744685005,-1560.613682533762
79,-442.47887948101766,-801.3525845526236
80,-175.77011445499838,-678.5177284847543
81,-81.2808858033906,-230.11903870298906
82,-1037.287711153678,-1870.0454312363104
83,113.44162761665854,508.19410092218374
84,1344.7407332273644,1767.569826352007
85,617.0211651744512,1698.0777669903612
86,-1176.0282410839723,-1359.6405806925086
87,57.81825214573279,7.3294594179107895
88,-1405.233447474511,-624.8926525834956
89,1284.6251333244732,924.2898246612212
90,-788.8168583720358,-1205.3413674933686
91,-65.74544531024968,191.54435504762202
92,-1249.8013664987766,-977.6755408762677
93,-1751.2379004872193,-1331.8744963052284
94,1020.2800918984059,563.0359545469781
95,2250.334897704276,1684.0336216081444
96,-28.197304142212438,180.6548886828618
97,-166.10460938017118,-91.32781185774219
98,-763.3274942016014,-1250.6724579411539
99,-508.2512234217607,-201.52881194987717
100,480.2213999775616,-370.5256964417562
101,-319.063394305059,178.63260857112246
102,-797.0615494606492,-473.014040081366
103,616.7799827762441,895.4327374770861
104,21.74127630660219,159.6212674998087
105,972.0190187726749,1483.2685261253534
106,-994.3952873318955,145.08007088475932
107,312.9876826864942,452.9851410754997
108,-375.66977092834895,726.9570968514172
109,1208.0618010090977,1702.4632829732348
110,-815.6029056043295,-572.9896908450669
111,1007.1351535658462,-714.849104088932
112,-59.20711429709468,-844.5853673010372
113,1630.1539621642116,1288.2223786875816
114,1375.4595704227204,1356.0849149605324
115,-1606.8574380162204,-1425.4597334943953
116,-521.5478452074254,-343.2286689050282
117,-181.58613743709876,452.3993242865993
118,894.4033865920363,1135.7682827531178
119,-1011.2875277277894,-1471.7399675801992
120,994.3655758377461,681.1280991468136
121,1127.844805040603,1249.646618231371
122,-596.4877307850502,-126.58737524931477
123,690.3785304142983,900.7015162019313
124,-186.0037898774863,-231.80719447703873
125,162.6842470954773,179.39860849401316
126,979.2904834256296,822.9258834399203
127,-1184.7535356510361,-1129.3623930522836
128,1077.6990243804398,1265.4457393435675
129,349.70522008205415,980.4752351731939
130,-360.8018946954459,200.07041099681734
131,102.41311022456358,619.8092680010145
132,-831.4706600118753,-212.47802649303046
133,-246.69786602768463,-425.28580253072494
134,907.6530521763315,976.7157432656984
135,-41.317851122225996,216.83143618391523
136,-260.9493136272623,-576.2099671518591
137,1335.08041286999,715.9291872386918
138,-255.05883600657583,-131.46028271941776
139,-191.72465632710546,-229.71474512507191
140,2518.555845812567,2061.715983350909
141,-530.5246189413127,-1456.7862312914963
142,-473.7737226108902,51.119551246742844
143,-451.06428315828873,-463.4139373894468
144,536.0118339534025,85.8171701914442
145,440.6667416975096,-364.9830261751406
146,-909.6135753743976,-1062.1914383245864
147,687.4481557462893,1180.1143725548523
148,103.53731808738006,1278.5060210869171
149,-813.248615216311,-1043.358836864889
150,-769.5308085603519,-682.5761658076179
151,-486.7493563209001,-360.2906331369679
152,438.51335427105903,899.4660152939671
153,-1303.5651596953667,-1272.8055025472433
154,49.84576528134385,-245.06648877718834
155,-590.3406496353489,-662.9919271009552
156,532.2660161505859,1262.5923652021254
157,531.840039520854,1182.96342199952
158,-1613.9164455722118,-1832.1428238675396
159,-588.5830303085335,-361.7429251091533
160,265.33907030129603,-115.8059956944196
161,-346.9697642832266,-637.734192421022
162,211.46121727424955,-1.4036709838278603
163,-86.87243032262793,66.3752405212529
164,694.1326312176033,-39.14861499268451
165,-392.6726307761404,-748.2898072028162
166,-1893.9665521849352,-2336.0912108474176
167,-456.5731424442625,-778.202607091552
168,267.2883034567672,103.83427759419926
169,-2163.923998440157,-1746.398534555594
170,-228.405415927804,-235.3881051733539
171,-507.21494011574435,-780.1360755226004
172,-595.9657947242611,-776.2302889036026
173,-1389.936273450105,-2202.9348171565903
174,-738.5018769500266,-836.7292270451563
175,-87.72001222013938,346.4524764913721
176,-670.9612235783051,-959.343225658057
177,-123.33142285044714,-40.89027120937307
178,-90.94240274629774,362.7764685415141
179,-12.103725345142683,-479.1719524249519
180,-286.3563495149839,-604.3720096431788
181,-598.9420724581768,-249.1887699209568
182,-338.57277177327046,120.38101107458206
183,-396.291184541393,-1410.8310153741043
184,-539.1244291465965,-521.667295873319
185,911.3682947852222,1126.996141680808
186,1029.130667788461,1235.13045078274
187,-606.4661364997853,-691.7451017831307
188,2189.900287276458,1915.63603008779
189,-28.890708777362267,-654.7287979009997
190,-159.52989195247454,-798.9427245151875
191,177.17707731382362,-55.64286130234737
192,-315.74810480918177,-1147.648905011274
193,161.3958374704665,541.961393712324
194,285.9373092306273,-58.87777976142979
195,-78.62957138204355,533.105592046058
196,990.2422568172882,885.7362532620537
197,-1309.053623873474,-921.6678502717203
198,-691.3422540593975,-704.3004608995262
199,-747.827787033763,-480.9827751776909
200,-146.90517944440492,-982.3630705101165
201,-1124.3189568197827,-1388.7287624703986
202,-496.0180951601642,-566.377836774071
203,-37.496033925545,-250.73256580887588
204,-163.35782318298885,-359.7393320344053
205,-6.89040229086252,-61.84318992848455
206,-86.20098040156265,-234.35638754603613
207,-464.5289764136755,-332.4833229621297
208,-181.57592781699745,-649.7729681149486
209,-592.3286899174778,-260.27950259697695
210,468.92917479112214,436.23317418057775
211,-625.0777994611466,62.76187083552654
212,-539.132420102703,-231.8802338846561
213,528.751108775666,-171.36325011179585
214,533.9010205710258,1046.4787366206945
215,72.71865869624258,447.72485381089655
216,466.77306204403124,532.7867589318718
217,679.4255176152373,277.44423586224855
218,-407.52981906200756,-758.8946429118206
219,-101.27206411033309,-408.31639772306767
220,-733.6695530204992,-198.66461462114108
221,703.8042802000056,790.1994880201469
222,-302.3359711348184,81.3281834891029
223,386.1190197801339,202.15685807140002
224,-452.5551550744101,-983.8585463449215
225,80.65845955843137,577.5427629968829
226,449.96963590740705,17.675365563003915
227,186.53005318674624,682.2519381934462
228,784.0331509239959,391.8107884174489
229,-956.4949191229153,-268.19361077792786
230,-3.3286133890548166,-547.4704644959872
231,310.7568294633065,486.314618260123
232,-128.0380709982289,-305.589670135249
233,1321.2054291716267,745.759551519728
234,1618.689176658849,2254.8339309726343
235,929.3146157942743,1208.0750072950284
236,1604.8842701485855,488.07148683325005
237,-191.21301476009648,138.1516669650934
238,-685.9697117478607,-1176.5492743437878
239,236.64936434365904,259.6534223470726
240,-1323.0080070136287,-1623.3876553418368
241,-847.6053882890639,-1004.7874887865721
242,103.7306186474803,731.2429138314477
243,9.261313632687617,-180.3195763667172
244,373.3563306733453,564.4643724853908
245,-834.7813768346127,-774.7069345082153
246,452.437900321469,386.33635278369434
247,-745.806465299305,-934.628647496556
248,913.6557643210248,656.6517201512137
249,12.736939452710867,-377.89593194084966
250,-28.836447462431234,49.74278517574779
251,-1307.1916597251939,-1338.260119741206
252,1328.1408070976938,787.8682401804033
253,-12.31331210550328,-73.02758853765904
254,-82.82141735648656,-263.4119578932364
255,0.570037232336363,131.08875673716344
256,-1446.1693134335992,-782.5987175035934
257,-238.0905724579594,344.4993887827215
258,1038.4664910994584,1668.2541727642626
259,-129.03664638296854,21.52407829100875
260,-939.4896024927514,-382.61010485012827
261,720.9837221771115,-91.84120904457977
262,-556.9664371425496,-469.2877448758384
263,-995.6468491274085,-739.2267646695414
264,-1539.964987587356,-482.2762978900394
265,1538.9638300155927,2314.3755764744587
266,911.9450917322296,823.9770708576538
267,-1368.2916119258994,-1788.567470797857
268,404.7069566092195,819.397722023016
269,221.83989471700352,-85.74604635427158
270,430.3398839571716,700.088418491654
271,1057.6600522403867,966.8489471395212
272,83.44648495713668,-60.91836135627564
273,-365.2861103289641,92.17370882203363
274,-421.00376541972935,-312.5470347037396
275,7.212209014893972,-105.20545385436326
276,1635.5920352702044,2011.0831184537399
277,-90.1015464317788,-352.32840959721926
278,452.4737147136954,-154.88834440187443
279,-81.34789926818212,430.42585639043176
280,418.8404327105598,901.0676085095129
281,-591.1359521387966,-692.4463996120612
282,-658.8591990014479,-659.6352071135994
283,-514.9440376456804,-681.4110863459907
284,811.9967075591512,1176.0322893551465
285,522.3220514270109,260.43635017309265
286,-679.836813053368,-104.69722489271597
287,14.449559512201626,-94.83064508461476
288,228.62720268639444,800.206206224485
289,-337.675759169232,-312.06525032339533
290,-99.03676661069731,-162.75474398075465
291,-387.55522846964794,662.3116410500204
292,80.69778810239421,254.1314904504462
293,-1220.3367070073477,-1116.2424690129972
294,-796.9573062504185,-809.493842926711
295,-645.7562626984402,-258.8364608923331
296,224.8502143498753,262.6047096738619
297,-207.04435315462464,-217.8058570254352
298,9.258493644862565,-501.5658715618934
299,457.5289845583347,775.5931782884644
300,907.5584087891607,715.5084027039026
301,-271.92740935255364,-325.8244721100852
302,-373.53884233655026,213.0805172867521
303,-147.70773371483386,725.2083792480647
304,-1023.1411444977127,-1549.4308241701476
305,-87.4720637050733,-617.0619650809773
306,-908.8492869815473,-1056.4009631540755
307,-565.6435660340911,-1226.0296152539695
308,-562.4352029490553,-1182.7558416781183
309,-233.02126377011336,-841.796127160784
310,107.36296018033475,68.66403902456908
311,-592.9068492962641,-740.4725698862585
312,391.2975643842445,166.21458122325492
313,-665.8015806214598,-657.4853002715125
314,136.48031018115503,1107.7746186796735
315,895.6533113479812,-506.041669028129
316,-132.5671781975108,422.94918519335937
317,173.07126341919954,-26.31951893372055
318,524.5564319540772,-463.817099684185
319,-108.92667564604703,-31.457675149661355
320,801.2855637431804,891.4674489756724
321,-201.60260425950023,-104.73929595205276
322,-324.8719261568229,125.60920523105297
323,-1753.8335472079532,-1498.1043200058884
324,-412.6863225250046,296.90371228323914
325,194.27843483785716,379.06028261708985
326,1486.5918815246164,1076.3850619921607
327,2288.047902496734,2240.1287971858656
328,567.1802864886461,513.4408353548046
329,342.6663654953715,-63.19686464863936
330,-892.3881740888587,-964.9594315573105
331,-1500.1732914895917,-947.9573713789197
332,-1804.439519445588,-1866.724363922454
333,-224.51150524125453,-43.488387337459045
334,439.58563674725616,44.58936966448657
335,-295.3778422706402,284.42528819225765
336,77.74824537734926,214.3498404908199
337,-404.21110024578826,-1561.7844757963248
338,-1848.0497563363156,-1864.0628157123679
339,-741.6872291879242,-712.6441165122806
340,-263.4219194703087,-868.5909694704872
341,-660.3586985983335,-684.9622641977148
342,1311.6240957689345,788.6961444937665
343,-543.8296878481494,-419.2268611883018
344,847.6884441433386,511.66986524077043
345,104.06589854174494,309.94348035840477
346,-465.9586221391303,91.91193561846444
347,-800.3124031938154,-182.93410680097006
348,-187.17047626512235,-192.41505888388124
349,37.16567907126751,-306.5414487072467
350,291.5180362312611,292.58383492266864
351,-425.8558972357969,-120.14860393305545
352,-688.926004169167,-744.0858326269323
353,1187.3899547576443,1074.910561372576
354,-565.3953271449957,-588.7300618975337
