type,diag_true,diag_false
observed,-308.93130861921406,-272.66234406964827
0,-1217.710730597296,1153.9126123207693
1,-1670.5955310851925,-2651.2686663768254
2,2996.657822581711,1298.3727778780112
3,1282.4536641593913,1060.6428610730954
4,-2424.775483208515,-3613.9271572833222
5,1243.1861154334213,1126.4004755809551
6,-197.92749324038618,79.06321222801117
7,270.9820799543676,1454.4067075460598
8,431.9297845008551,402.1867417661774
9,-210.78887924871813,-163.8041439903159
10,1033.2904009799922,932.8249818499576
11,295.7675689671615,250.88040011253352
12,1600.492389771737,428.03627635893173
13,-230.90131029640804,-922.241364221254
14,-628.2076206441832,-1343.783748852764
15,-1036.2588364732587,-130.43811840615976
16,1616.4133274918245,1234.5070754517194
17,12280.909754617227,6271.03750218584
18,364.48053463657914,473.63117174603696
19,875.6384789499506,1391.4259228825447
20,1633.241311685502,1903.1905514363636
21,-2933.6029945664327,-2605.2987848353323
22,2070.0457181778766,1760.4128837854516
23,726.7648596217912,1195.1890196334145
24,-1015.8182486190406,-724.2492579016521
25,769.0584386545476,-261.0372825325578
26,665.9809470373905,639.0139539422607
27,-1147.6267559731136,-394.232269827462
28,676.0572755972198,2337.902411946798
29,103.11259202895246,159.48669576651596
30,710.0042209906951,-702.8402549985284
31,-1419.2423398936808,-1498.5031463657413
32,789.2244535475959,-201.2313403473224
33,165.9085518445855,-448.2925248749341
34,1870.3982806228046,2056.1761402916222
35,2216.0696783420935,1498.827643046851
36,661.0250420359496,-259.5666364758033
37,816.9549556713446,1699.0081135117582
38,-153.91112755929836,-287.62431760457486
39,-1628.4543132215408,-1271.210416427845
40,1341.9841338290926,1032.1431248551814
41,-612.4481203557461,-928.5557347975434
42,48.08208404014417,-96.12626926233536
43,1391.4145355647772,1335.6265536178469
44,1182.7366878041971,2031.8697674801176
45,3040.562578035688,2018.3106796343307
46,401.8706530725434,736.40045367667
47,-2828.6312215855232,-2645.430079827108
48,-952.304736842293,-946.8073039262782
49,2918.490870403675,1573.1157747149305
50,1395.8259146819976,1007.018310822515
51,1104.340838809289,503.74307209141193
52,1092.403418898716,817.8844697113653
53,2844.9236093663376,2097.9660227860745
54,-1873.4450394290232,-3321.661015941772
55,-1332.4720663548974,-1410.6958453296677
56,466.34081633253925,-616.0019885186694
57,-2105.1500606732893,-1352.8073630751799
58,763.3102663845164,607.7202331104429
59,112.4053012944855,-406.341983159888
60,1643.4203641730896,1938.9198897081928
61,-1224.038546084448,-1483.0597755844417
62,361.72879320791185,516.8542092304612
63,-580.2102770580855,1182.4234858209372
64,1817.2699662180905,682.6157624867484
65,-263.6484511434557,-679.7102824355642
66,-656.7268070962954,148.45009189645984
67,792.3623710473961,208.36346442970543
68,1021.9490796792214,901.884685070114
69,-2095.0172449786887,485.5901654966948
70,-278.29654060510467,-462.84833803804383
71,-1330.0849457094987,-864.0823457141281
72,705.2234786363464,838.5720025320486
73,-1189.7174633039092,-637.4112921904066
74,-167.66384886269327,-519.9092382148947
75,1070.215459272825,-295.6541770260036
76,-603.5816789614116,1.570467596340407
77,-1063.7270531390702,-1859.2812328137888
78,108.33688369049823,-715.1799251004215
79,-1011.9445718409437,-2225.107828253165
80,-1201.3083490712406,-809.8371500906959
81,480.23511629806995,1106.3880601595474
82,-3054.3936236457894,-1079.6703712502544
83,268.11624326392325,155.16526234149495
84,983.5802384896234,663.490161710282
85,-706.3972635348367,937.218717364538
86,-1118.3468064165008,-1529.81617157651
87,1962.2369063652611,762.2070721581225
88,-770.70479237369,256.20276816533794
89,2903.971240001154,1922.1517981561683
90,769.4435797459391,406.6147110817595
91,-5.623831180670965,671.9857116211746
92,-660.1703563026992,-188.90210682616473
93,-708.794534144226,-1499.0350852524693
94,449.03597576494866,1161.9292194038246
95,1374.576999568267,825.5076373323072
96,1146.216568794931,1020.4784479630677
97,638.0942077664424,-667.0500445231679
98,-1313.6943716088902,-429.1435266720075
99,-1767.6888873084242,-2076.7845932698824
100,2042.2870967659455,1530.8542830916563
101,-227.83759876593143,-999.0073053536212
102,-18.92945922742937,863.407135109558
103,1016.8519287307194,593.5900738530178
104,2831.048490803763,879.7624530278121
105,1010.2438585483567,1480.5910143658461
106,-234.13667276884055,-61.298507971381284
107,716.8759432648005,1333.7265465693963
108,794.9029500131649,-746.9247331898077
109,1816.8125663380454,863.8262555429849
110,-1892.7756975914565,-1452.708500480427
111,-794.2113668506372,-47.197486116326395
112,-978.3472108215283,-1254.4957376017658
113,2105.33494087271,1657.7065672694528
114,1340.6068137658951,1869.1285035874907
115,-1117.8207878652888,-614.5636268038998
116,891.0677194316403,2136.952074915257
117,-922.9165960409233,211.29873407777842
118,1246.6752768799577,1291.4271259570478
119,418.23490747167904,19.123709032738283
120,488.6610880520047,-623.3057559623951
121,1094.9044897870772,404.2957227541818
122,-1197.963606386164,-189.82225992807872
123,1242.5978699600898,926.3434842967758
124,-525.2573595283454,-1005.3011264728508
125,591.131586811027,1273.9177715247777
126,1210.6521716021427,1128.2663758783374
127,-749.9396921182067,-823.9048272831933
128,1777.3032159213221,1993.0161787282755
129,213.40925070049283,196.48593805325802
130,1072.4167462813118,-690.3128537103725
131,-635.036190387658,237.9618375118392
132,303.81911153555563,-1314.0407113384922
133,-84.80550247493247,-158.7305023432798
134,719.5493459586366,251.4746755433886
135,201.714157471158,690.0672755885798
136,709.7804766280726,2699.079296822799
137,536.650811764526,69.53283889889916
138,-2611.943556860406,-2237.6496065606766
139,208.2707114563564,-279.23149727536446
140,119.29459899275193,1331.2217212460541
141,565.2820680841064,294.97388470787934
142,-504.0608975843118,-252.99731514223652
143,-1180.0967177348896,-635.3054476367312
144,1059.987636176173,917.743543890612
145,-4794.339319017708,-1959.2595344748797
146,-1519.759678973914,-1395.8181134827062
147,-1068.0727478608883,695.0990961899403
148,663.3468571759934,326.7196314516205
149,-2349.7813294559714,-1756.1677220648253
150,128.03186834278983,-415.88852435649363
151,-889.7845021170795,-640.2325930621879
152,716.5042115922806,-359.96954808578965
153,-1884.0965378649723,-3264.131090752767
154,-429.6854568766547,-350.1802135851615
155,229.28694208640772,-2530.8728331989955
156,47.00449506011041,464.17237143780363
157,1522.5244594202131,1252.421213946944
158,-1532.1587494377563,-1380.1088639110606
159,-458.55051202910136,-552.7384294236886
160,1083.6883966640341,1124.6150863470252
161,-716.5047458141778,-1445.1585028642348
162,-639.1704522508957,-1213.5009229562775
163,874.5326376979011,221.50204152248057
164,-287.1263870299068,-398.7380009143418
165,-1587.657361909731,-521.6814120410286
166,470.0242298216231,-180.01261545913997
167,-1944.9951245125637,-2717.0922607891284
168,450.168720965823,1097.3308188680512
169,-2107.052909239495,-3031.214250278453
170,-105.33880738448053,797.8333139582575
171,-585.1966105516804,-1601.6124554842186
172,-819.4285733798014,-2851.010884866104
173,-1834.822682219642,-536.6781637066838
174,-269.9402827452828,431.7899275021439
175,-2151.5977622506134,880.0080062658526
176,182.07212775277938,-589.4112266826368
177,-440.0078196705912,-491.97693100503415
